imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt2024544,12 Years a Slave,12 Years a Slave,2013,2014-01-10,"Biography, Drama, History",134,"USA, UK",English,Steve McQueen,"John Ridley, Solomon Northup",Regency Enterprises,"Chiwetel Ejiofor, Dwight Henry, Dickie Gravois, Bryan Batt, Ashley Dyke, Kelsey Scott, Quvenzhané Wallis, Cameron Zeigler, Tony Bentley, Scoot McNairy, Taran Killam, Christopher Berry, Bill Camp, Mister Mackey Jr., Chris Chalk","In the antebellum United States,",8.1,591906,$ 20000000,$ 56671993,$ 187733202,96.0,814.0,609.0
tt1454468,Gravity,Gravity,2013,2013-11-07,"Drama, Sci-Fi, Thriller",91,"UK, USA","English, Greenlandic",Alfonso Cuarón,"Alfonso Cuarón, Jonás Cuarón",Warner Bros.,"Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen, Phaldut Sharma, Amy Warren, Basher Savage",Two astronauts work together to survive after an accident leaves them stranded in space.,7.7,725663,$ 100000000,$ 274092705,$ 723192705,96.0,2027.0,772.0
tt0027977,Modern Times,Modern Times,1936,1936-10-16,"Comedy, Drama, Family",87,USA,English,Charles Chaplin,Charles Chaplin,Charles Chaplin Productions,"Charles Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford, Chester Conklin, Hank Mann, Stanley Blystone, Al Ernest Garcia, Richard Alexander, Cecil Reynolds, Mira McKinney, Murdock MacQuarrie, Wilfred Lucas, Edward LeSaint, Fred Malatesta",The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,8.5,197969,$ 1500000,$ 163577,$ 445226,96.0,262.0,146.0
tt0032455,Fantasia,Fantasia,1940,1942-04-03,"Animation, Family, Fantasy",125,USA,English,"James Algar, Samuel Armstrong","Joe Grant, Dick Huemer",Walt Disney Productions,"Leopold Stokowski, Deems Taylor",A collection of animated interpretations of great works of Western classical music.,7.8,83242,$ 2280000,$ 76408097,$ 76411401,96.0,322.0,110.0
tt0032904,The Philadelphia Story,The Philadelphia Story,1940,1941-01-17,"Comedy, Romance",112,USA,"English, French",George Cukor,"Donald Ogden Stewart, Philip Barry",Metro-Goldwyn-Mayer (MGM),"Cary Grant, Katharine Hepburn, James Stewart, Ruth Hussey, John Howard, Roland Young, John Halliday, Mary Nash, Virginia Weidler, Henry Daniell, Lionel Pape, Rex Evans","When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",7.9,59585,,$ 404524,$ 411442,96.0,208.0,124.0
tt0033563,Dumbo,Dumbo,1941,1942-06-05,"Animation, Drama, Family",64,USA,English,"Samuel Armstrong, Norman Ferguson","Joe Grant, Dick Huemer",Walt Disney Productions,"Herman Bing, Billy Bletcher, Edward Brophy, Hall Johnson Choir, Cliff Edwards, Verna Felton, Noreen Gammill, Eddie Holden, Sterling Holloway, Malcolm Hutton, James MacDonald, Harold Manley, John McLeish, Jack Mercer, Tony Neil","Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.",7.2,111176,$ 950000,,$ 3731,96.0,163.0,126.0
tt0033870,The Maltese Falcon,The Maltese Falcon,1941,1941-10-18,"Film-Noir, Mystery",100,USA,English,John Huston,"John Huston, Dashiell Hammett",Warner Bros.,"Humphrey Bogart, Mary Astor, Gladys George, Peter Lorre, Barton MacLane, Lee Patrick, Sydney Greenstreet, Ward Bond, Jerome Cowan, Elisha Cook Jr., James Burke, Murray Alper, John Hamilton","A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",8.0,142653,$ 375000,,$ 1255,96.0,393.0,130.0
tt0063522,Rosemary's Baby,Rosemary's Baby,1968,1972-03-28,"Drama, Horror",137,USA,English,Roman Polanski,"Ira Levin, Roman Polanski",William Castle Productions,"Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer, Maurice Evans, Ralph Bellamy, Victoria Vetri, Patsy Kelly, Elisha Cook Jr., Emmaline Henry, Charles Grodin, Hanna Landy, Phil Leeds, D'Urville Martin, Hope Summers","A young couple moves in to an apartment only to be surrounded by peculiar neighbors and occurrences. When the wife becomes mysteriously pregnant, paranoia over the safety of her unborn child begins to control her life.",8.0,176334,$ 2300000,,,96.0,535.0,249.0
tt0063462,The Producers,The Producers,1967,1970-02-20,"Comedy, Music",88,USA,"English, German",Mel Brooks,Mel Brooks,Crossbow Productions,"Estelle Winwood, Renée Taylor, David Patch, William Hickey, Barney Martin, Shimen Ruskin, Frank Campanella, Josip Elic, Madelyn Cates, John Zoller, Brutus Peck, Anne Ives, Amelie Barleon, Lisa Kirk, Nell Harrison",Producers Max Bialystock and Leo Bloom make money by producing a sure-fire flop.,7.6,47161,$ 941000,$ 328673,$ 375143,96.0,259.0,92.0
tt0032551,The Grapes of Wrath,The Grapes of Wrath,1940,1940-03-15,"Drama, History",129,USA,English,John Ford,"Nunnally Johnson, John Steinbeck",Twentieth Century Fox,"Henry Fonda, Jane Darwell, John Carradine, Charley Grapewin, Dorris Bowdon, Russell Simpson, O.Z. Whitehead, John Qualen, Eddie Quillan, Zeffie Tilbury, Frank Sully, Frank Darien, Darryl Hickman, Shirley Mills, Roger Imhof","A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.",8.0,82317,$ 800000,,,96.0,328.0,96.0
tt0036775,Double Indemnity,Double Indemnity,1944,1944-07-06,"Crime, Drama, Film-Noir",107,USA,English,Billy Wilder,"Billy Wilder, Raymond Chandler",Paramount Pictures,"Fred MacMurray, Barbara Stanwyck, Edward G. Robinson, Porter Hall, Jean Heather, Tom Powers, Byron Barr, Richard Gaines, Fortunio Bonanova, John Philliber",An insurance representative lets himself be talked by a seductive housewife into a murder/insurance fraud scheme that arouses the suspicion of an insurance investigator.,8.3,132017,$ 927262,,$ 13886,95.0,364.0,141.0
tt0887912,The Hurt Locker,The Hurt Locker,2008,2009-08-28,"Drama, Thriller, War",131,USA,"English, Arabic",Kathryn Bigelow,Mark Boal,Voltage Pictures,"Jeremy Renner, Anthony Mackie, Brian Geraghty, Guy Pearce, Ralph Fiennes, David Morse, Evangeline Lilly, Christian Camargo, Suhail Dabbach, Christopher Sayegh, Nabil Koni, Sam Spruell, Sam Redford, Feisal Sadoun, Barrie Rice","During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",7.6,399403,$ 15000000,$ 17017811,$ 49230772,95.0,939.0,397.0
tt0052561,Anatomy of a Murder,Anatomy of a Murder,1959,1959-09-01,"Crime, Drama, Mystery",161,USA,English,Otto Preminger,"Wendell Mayes, John D. Voelker",Otto Preminger Films,"James Stewart, Lee Remick, Ben Gazzara, Arthur O'Connell, Eve Arden, Kathryn Grant, George C. Scott, Orson Bean, Russ Brown, Murray Hamilton, Brooks West, Ken Lynch, John Qualen, Howard McNear, Alexander Campbell","In a murder trial, the defendant says he suffered temporary insanity after the victim raped his wife. What is the truth, and will he win his case?",8.0,55291,,$ 11900000,,95.0,222.0,112.0
tt1832382,Jodaeiye Nader az Simin,Jodaeiye Nader az Simin,2011,2011-03-16,Drama,123,"Iran, France",Persian,Asghar Farhadi,Asghar Farhadi,Asghar Farhadi Productions,"Payman Maadi, Leila Hatami, Sareh Bayat, Shahab Hosseini, Sarina Farhadi, Merila Zare'i, Ali-Asghar Shahbazi, Babak Karimi, Kimia Hosseini, Shirin Yazdanbakhsh, Sohibanoo Zolqadr, Mohammadhasan Asghari, Shirin Azimiyannezhad, Hamid Dadju, Mohammad Ebrahimian",A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,8.3,203179,$ 500000,$ 7099055,$ 19899055,95.0,321.0,375.0
tt0029583,Snow White and the Seven Dwarfs,Snow White and the Seven Dwarfs,1937,1938-07-08,"Animation, Family, Fantasy",83,USA,English,"William Cottrell, David Hand","Jacob Grimm, Wilhelm Grimm",Walt Disney Productions,"Roy Atwell, Stuart Buchanan, Adriana Caselotti, Eddie Collins, Pinto Colvig, Marion Darlington, Billy Gilbert, Otis Harlan, Lucille La Verne, James MacDonald, Scotty Mattraw, Moroni Olsen, Purv Pullen, Harry Stockwell","Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.",7.6,168735,$ 1499000,$ 184925486,$ 184925486,95.0,229.0,166.0
tt0065214,The Wild Bunch,The Wild Bunch,1969,1971-03-05,"Action, Adventure, Western",135,USA,"English, Spanish, German",Sam Peckinpah,"Walon Green, Sam Peckinpah",Warner Brothers/Seven Arts,"William Holden, Ernest Borgnine, Robert Ryan, Edmond O'Brien, Warren Oates, Jaime Sánchez, Ben Johnson, Emilio Fernández, Strother Martin, L.Q. Jones, Albert Dekker, Bo Hopkins, Dub Taylor, Paul Harper, Jorge Russek","An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",7.9,73451,$ 6244087,$ 638641,$ 638641,95.0,313.0,118.0
tt0101414,Beauty and the Beast,Beauty and the Beast,1991,1992-10-16,"Animation, Family, Fantasy",84,USA,"English, French","Gary Trousdale, Kirk Wise","Linda Woolverton, Brenda Chapman",Walt Disney Pictures,"Robby Benson, Jesse Corti, Rex Everhart, Angela Lansbury, Paige O'Hara, Jerry Orbach, Bradley Pierce, David Ogden Stiers, Richard White, Jo Anne Worley, Mary Kay Bergman, Brian Cummings, Alvin Epstein, Tony Jay, Alec Murphy",A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,8.0,398182,$ 25000000,$ 218967620,$ 440118382,95.0,415.0,209.0
tt1285016,The Social Network,The Social Network,2010,2010-10-15,"Biography, Drama",120,USA,"English, French",David Fincher,"Aaron Sorkin, Ben Mezrich",Columbia Pictures,"Jesse Eisenberg, Rooney Mara, Bryan Barter, Dustin Fitzsimons, Joseph Mazzello, Patrick Mapel, Andrew Garfield, Toby Meuli, Alecia Svensen, Jami Owen, James Dastoli, Robert Dastoli, Scotty Crowe, Jayk Gallagher, Marcella Lentz-Pope",As Harvard student,7.7,579926,$ 40000000,$ 96962694,$ 224920315,95.0,792.0,577.0
tt0076263,Killer of Sheep,Killer of Sheep,1978,1978-11-14,Drama,80,USA,English,Charles Burnett,Charles Burnett,,"Henry G. Sanders, Kaycee Moore, Charles Bracy, Angela Burnett, Eugene Cherry, Jack Drummond, Slim, Delores Farley, Dorothy Stengel, Tobar Mayo, Chris Terrill, Lawrence Pierott, Russell Miles, Homer Jai, Johnny Smoke","Set in the Watts area of Los Angeles, a slaughterhouse worker must suspend his emotions to continue working at a job he finds repugnant, and then he finds he has little sensitivity for the family he works so hard to support.",7.3,5596,$ 100000,$ 404508,$ 468460,95.0,36.0,92.0
tt0114709,Toy Story,Toy Story,1995,1996-03-22,"Animation, Adventure, Comedy",81,USA,English,John Lasseter,"John Lasseter, Pete Docter",Pixar Animation Studios,"Tom Hanks, Tim Allen, Don Rickles, Jim Varney, Wallace Shawn, John Ratzenberger, Annie Potts, John Morris, Erik von Detten, Laurie Metcalf, R. Lee Ermey, Sarah Freeman, Penn Jillette, Jack Angel, Spencer Aste",A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,8.3,822929,$ 30000000,$ 222498679,$ 406594102,95.0,538.0,193.0
tt0085180,L'argent,L'argent,1983,1983-05-18,"Crime, Drama",85,"France, Switzerland","French, Latin",Robert Bresson,"Leo Tolstoy, Robert Bresson",Eôs Films,"Christian Patey, Vincent Risterucci, Caroline Lang, Sylvie Van den Elsen, Michel Briguet, Béatrice Tabourin, Didier Baussy, Marc Ernest Fourneau, Bruno Lapeyre, François-Marie Banier, Alain Aptekman, Jeanne Aptekman, Dominique Mullier, Jacques Behr, Gilles Durieux",A forged 500-franc note is passed from person to person until carelessness leads to tragedy.,7.5,7326,,,,95.0,42.0,60.0
tt0058946,La battaglia di Algeri,La battaglia di Algeri,1966,1971-03-26,"Drama, War",121,"Italy, Algeria","French, Arabic, English",Gillo Pontecorvo,"Franco Solinas, Franco Solinas",Casbah Film,"Brahim Hadjadj, Jean Martin, Yacef Saadi, Samia Kerbash, Ugo Paletti, Fusia El Kader, Mohamed Ben Kassen","In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",8.1,48371,$ 800000,$ 879794,$ 964028,95.0,278.0,147.0
tt1790885,Zero Dark Thirty,Zero Dark Thirty,2012,2013-01-25,"Drama, Thriller",157,"USA, United Arab Emirates","English, Arabic",Kathryn Bigelow,Mark Boal,Columbia Pictures,"Jason Clarke, Reda Kateb, Jessica Chastain, Kyle Chandler, Jennifer Ehle, Harold Perrineau, Jeremy Strong, J.J. Kandel, Wahab Sheikh, Alexander Karim, Nabil Elouahabi, Aymen Hamdouchi, Simon Abkarian, Ali Marhyar, Parker Sawyers",A chronicle of the decade-long hunt for al-Qaeda terrorist leader,7.4,255991,$ 40000000,$ 95720716,$ 132820716,95.0,684.0,576.0
tt0058385,My Fair Lady,My Fair Lady,1964,1965-10-15,"Drama, Family, Musical",170,USA,English,George Cukor,"Alan Jay Lerner, George Bernard Shaw",Warner Bros.,"Audrey Hepburn, Rex Harrison, Stanley Holloway, Wilfrid Hyde-White, Gladys Cooper, Jeremy Brett, Theodore Bikel, Mona Washbourne, Isobel Elsom, John Holland",Snobbish phonetics Professor Henry Higgins (Sir Rex Harrison) agrees to a wager that he can make flower girl Eliza Doolittle (Audrey Hepburn) presentable in high society.,7.8,81233,$ 17000000,$ 72560711,$ 72661442,95.0,296.0,89.0
tt6751668,Gisaengchung,Gisaengchung,2019,2020-02-07,"Comedy, Drama, Thriller",132,South Korea,"Korean, English",Bong Joon Ho,"Han Jin Won, Bong Joon Ho",Barunson E&A,"Kang-ho Song, Sun-kyun Lee, Yeo-jeong Jo, Woo-sik Choi, Hye-jin Jang, So-dam Park, Ji-so Jung, Ji-hye Lee, JaeWook Park, Myeong-hoon Park, Seo-joon Park, Keun-rok Park, Seong-Bong Ahn, Kang Echae, Jeong Esuz","All unemployed, Ki-taek and his family take peculiar interest in the wealthy and glamorous Parks, as they ingratiate themselves into their lives and get entangled in an unexpected incident.",8.6,74076,,$ 12558363,$ 109012467,95.0,379.0,285.0
tt0910970,WALL·E,WALL·E,2008,2008-07-18,"Animation, Adventure, Family",98,USA,English,Andrew Stanton,"Andrew Stanton, Pete Docter",FortyFour Studios,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard, MacInTalk, John Ratzenberger, Kathy Najimy, Sigourney Weaver, Teddy Newton, Bob Bergen, John Cygan, Pete Docter, Paul Eiding, Donald Fullilove, Teresa Ganzel","In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",8.4,931375,$ 180000000,$ 223808164,$ 521311860,95.0,1177.0,264.0
tt2402927,Carol,Carol,2015,2015-11-27,"Drama, Romance",118,"UK, USA",English,Todd Haynes,"Phyllis Nagy, Patricia Highsmith",The Weinstein Company,"Cate Blanchett, Rooney Mara, Kyle Chandler, Sarah Paulson, Jake Lacy, John Magaro, Cory Michael Smith, Kevin Crowley, Nik Pajic, Carrie Brownstein, Trent Rowland, Sadie Heim, Kk Heim, Amy Warner, Michael Haney",An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.,7.2,104125,$ 11800000,$ 12711491,$ 40272135,95.0,310.0,448.0
tt0375063,Sideways,Sideways,2004,2005-01-28,"Comedy, Drama, Romance",127,"USA, Hungary","English, Armenian",Alexander Payne,"Rex Pickett, Alexander Payne",Fox Searchlight Pictures,"Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh, Marylouise Burke, Jessica Hecht, Missy Doty, M.C. Gainey, Alysia Reiner, Shake Tukhmanyan, Shaun Duke, Robert Covarrubias, Patrick Gallagher, Stephanie Faracy, Joe Marinelli","Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle.",7.5,171880,$ 16000000,$ 71503593,$ 109706931,94.0,866.0,291.0
tt0110912,Pulp Fiction,Pulp Fiction,1994,1994-10-28,"Crime, Drama",154,USA,"English, Spanish, French",Quentin Tarantino,"Quentin Tarantino, Roger Avary",Miramax,"Tim Roth, Amanda Plummer, Laura Lovelace, John Travolta, Samuel L. Jackson, Phil LaMarr, Frank Whaley, Burr Steers, Bruce Willis, Ving Rhames, Paul Calderon, Bronagh Gallagher, Rosanna Arquette, Eric Stoltz, Uma Thurman","The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",8.9,1695085,$ 8000000,$ 107928762,$ 214179088,94.0,2766.0,278.0
tt0067116,The French Connection,The French Connection,1971,1971-12-26,"Action, Crime, Drama",104,USA,"English, French",William Friedkin,"Ernest Tidyman, Robin Moore",Philip D'Antoni Productions,"Gene Hackman, Fernando Rey, Roy Scheider, Tony Lo Bianco, Marcel Bozzuffi, Frédéric de Pasquale, Bill Hickman, Ann Rebbot, Harold Gary, Arlene Farber, Eddie Egan, André Ernotte, Sonny Grosso, Benny Marino, Patrick McDermott",A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,7.7,101750,$ 1800000,$ 51700000,$ 51700000,94.0,311.0,159.0
tt0053604,The Apartment,The Apartment,1960,1960-09-16,"Comedy, Drama, Romance",125,USA,English,Billy Wilder,"Billy Wilder, I.A.L. Diamond",The Mirisch Corporation,"Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston, Jack Kruschen, David Lewis, Hope Holiday, Joan Shawlee, Naomi Stevens, Johnny Seven, Joyce Jameson, Willard Waterman, David White, Edie Adams","A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",8.3,148964,$ 3000000,,$ 177066,94.0,308.0,229.0
tt2096673,Inside Out,Inside Out,2015,2015-07-24,"Animation, Adventure, Comedy",95,USA,English,"Pete Docter, Ronnie Del Carmen","Pete Docter, Ronnie Del Carmen",Pixar Animation Studios,"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black, Mindy Kaling, Kaitlyn Dias, Diane Lane, Kyle MacLachlan, Paula Poundstone, Bobby Moynihan, Paula Pell, Dave Goelz, Frank Oz, Josh Cooley","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",8.2,556161,$ 175000000,$ 356461711,$ 857611174,94.0,972.0,579.0
tt3544082,45 Years,45 Years,2015,2015-08-28,"Drama, Romance",91,UK,English,Andrew Haigh,"Andrew Haigh, David Constantine",BFI Film Fund,"Charlotte Rampling, Tom Courtenay, Geraldine James, Dolly Wells, David Sibley, Sam Alexander, Richard Cunningham, Hannah Chalmers, Camille Ucan, Rufus Wright",A married couple preparing to celebrate their wedding anniversary receives shattering news that promises to forever change the course of their lives.,7.0,28587,,$ 4247285,$ 14430249,94.0,150.0,286.0
tt5013056,Dunkirk,Dunkirk,2017,2017-07-21,"Action, Drama, History",106,"UK, Netherlands, France, USA","English, French, German",Christopher Nolan,Christopher Nolan,Syncopy,"Fionn Whitehead, Damien Bonnard, Aneurin Barnard, Lee Armstrong, James Bloor, Barry Keoghan, Mark Rylance, Tom Glynn-Carney, Tom Hardy, Jack Lowden, Luke Thompson, Michel Biel, Constantin Balsan, Billy Howle, Mikey Collins","Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.",7.9,487517,$ 100000000,$ 189740665,$ 526940665,94.0,2222.0,608.0
tt2209418,Before Midnight,Before Midnight,2013,2013-06-21,"Drama, Romance",109,"USA, Greece","English, Greek, French",Richard Linklater,"Richard Linklater, Julie Delpy",Faliro House Productions,"Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick, Jennifer Prior, Charlotte Prior, Xenia Kalogeropoulou, Walter Lassally, Ariane Labed, Yiannis Papadopoulos, Athina Rachel Tsangari, Panos Koronis, Enrico Focardi, Manolis Goussias, Anouk Servera, Yota Argyropoulou",We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,7.9,126911,$ 3000000,$ 8114627,$ 11176469,94.0,293.0,431.0
tt0064285,L'enfant sauvage,L'enfant sauvage,1970,1970-02-26,Drama,83,France,"French, French Sign Language",François Truffaut,"François Truffaut, Jean Gruault",Les Artistes Associés,"Jean-Pierre Cargol, François Truffaut, Françoise Seigner, Jean Dasté, Annie Miller, Claude Miller, Paul Villé, Nathan Miller, Mathieu Schiffman, Jean Gruault, Robert Cambourakis, Gitt Magrini, Jean-François Stévenin, Laura Truffaut, Eva Truffaut","In a French forest in 1798, a child is found who cannot walk, speak, read or write. A doctor becomes interested in the child and patiently attempts to civilize him.",7.5,6980,,$ 65560,$ 65560,94.0,44.0,48.0
tt4925292,Lady Bird,Lady Bird,2017,2018-02-23,"Comedy, Drama",94,USA,"English, Spanish",Greta Gerwig,Greta Gerwig,IAC Films,"Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges, Timothée Chalamet, Beanie Feldstein, Lois Smith, Stephen McKinley Henderson, Odeya Rush, Jordan Rodrigues, Marielle Scott, John Karna, Jake McDorman, Bayne Gibby, Laura Marano","In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.",7.4,189351,$ 10000000,$ 48958273,$ 78965611,94.0,624.0,449.0
tt0167260,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,2003,2003-12-17,"Adventure, Drama, Fantasy",201,"New Zealand, USA","English, Quenya, Old English, Sindarin",Peter Jackson,"J.R.R. Tolkien, Fran Walsh",New Line Cinema,"Noel Appleby, Ali Astin, Sean Astin, David Aston, John Bach, Sean Bean, Cate Blanchett, Orlando Bloom, Billy Boyd, Sadwyn Brophy, Alistair Browning, Marton Csokas, Richard Edge, Jason Fitch, Bernard Hill",Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,8.9,1533574,$ 94000000,$ 377845905,$ 1120424614,94.0,3528.0,346.0
tt1302006,The Irishman,The Irishman,2019,2019-11-27,"Biography, Crime, Drama",209,USA,"English, Italian, Latin",Martin Scorsese,"Charles Brandt, Steven Zaillian",Fábrica de Cine,"Robert De Niro, Al Pacino, Jesse Plemons, Anna Paquin, Joe Pesci, Stephen Graham, Bobby Cannavale, Harvey Keitel, Jack Huston, Kathrine Narducci, Domenick Lombardozzi, Dascha Polanco, Aleksa Palladino, Ray Romano, Steven Van Zandt",A mob hitman recalls his possible involvement with the slaying of Jimmy Hoffa.,8.7,8846,$ 159000000,,,94.0,99.0,156.0
tt0036342,Shadow of a Doubt,Shadow of a Doubt,1943,1943-01-15,Thriller,108,USA,English,Alfred Hitchcock,"Thornton Wilder, Sally Benson",Universal Pictures,"Teresa Wright, Joseph Cotten, Macdonald Carey, Henry Travers, Patricia Collinge, Hume Cronyn, Wallace Ford, Edna May Wonacott, Charles Bates, Irving Bacon, Clarence Muse, Janet Shaw, Estelle Jewell",A young woman discovers her visiting uncle may not be the man he seems to be.,7.9,55110,,,,94.0,251.0,91.0
tt0049730,The Searchers,The Searchers,1956,1957-01-18,"Adventure, Drama, Western",119,USA,"English, Navajo, Spanish",John Ford,"Frank S. Nugent, Alan Le May",C.V. Whitney Pictures,"John Wayne, Jeffrey Hunter, Vera Miles, Ward Bond, Natalie Wood, John Qualen, Olive Carey, Henry Brandon, Ken Curtis, Harry Carey Jr., Antonio Moreno, Hank Worden, Beulah Archuletta, Walter Coy, Dorothy Jordan",An American Civil War veteran embarks on a journey to rescue his niece from the Comanches.,7.9,74695,$ 3750000,,,94.0,469.0,117.0
tt1602620,Amour,Amour,2012,2012-11-16,"Drama, Romance",127,"Austria, France, Germany","French, English",Michael Haneke,Michael Haneke,Les Films du Losange,"Jean-Louis Trintignant, Emmanuelle Riva, Isabelle Huppert, Alexandre Tharaud, William Shimell, Ramón Agirre, Rita Blanco, Carole Franck, Dinara Drukarova, Laurent Capelluto, Jean-Michel Monroc, Suzanne Schmidt, Damien Jouillerot, Walid Afkir","Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",7.9,86628,$ 8900000,$ 6739492,$ 19851452,94.0,210.0,461.0
tt2473794,Mr. Turner,Mr. Turner,2014,2014-10-31,"Biography, Drama, History",150,"UK, France, Germany",English,Mike Leigh,Mike Leigh,Amusement Park Films,"Timothy Spall, Paul Jesson, Dorothy Atkinson, Marion Bailey, Karl Johnson, Ruth Sheen, Sandy Foster, Amy Dawson, Lesley Manville, Martin Savage, Richard Bremmer, Niall Buggy, Fred Pearson, Tom Edden, Jamie Thomas King","An exploration of the last quarter century of the great, if eccentric, British painter J.M.W. Turner's life.",6.8,23092,GBP 8200000,$ 3958500,$ 22179785,94.0,184.0,269.0
tt0108052,Schindler's List,Schindler's List,1993,1994-03-04,"Biography, Drama, History",195,USA,"English, Hebrew, German, Polish",Steven Spielberg,"Thomas Keneally, Steven Zaillian",Universal Pictures,"Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall, Embeth Davidtz, Malgorzata Gebel, Shmuel Levy, Mark Ivanir, Béatrice Macola, Andrzej Seweryn, Friedrich von Thun, Krzysztof Luft, Harry Nehring, Norbert Weisser","In German-occupied Poland during World War II, industrialist",8.9,1120236,$ 22000000,$ 96898818,$ 322243445,94.0,1642.0,221.0
tt0042531,The Gunfighter,The Gunfighter,1950,1950-08-21,Western,85,USA,English,Henry King,"William Bowers, William Sellers",Twentieth Century Fox,"Gregory Peck, Helen Westcott, Millard Mitchell, Jean Parker, Karl Malden, Skip Homeier, Anthony Ross, Verna Felton, Ellen Corby, Richard Jaeckel","Notorious gunfighter Jimmy Ringo rides into town to find his true love, who doesn't want to see him. He hasn't come looking for trouble, but trouble finds him around every corner.",7.7,8560,,,,94.0,82.0,45.0
tt0078788,Apocalypse Now,Apocalypse Now,1979,1979-12-21,"Drama, Mystery, War",147,USA,"English, French, Vietnamese","Francis Ford Coppola, Francis Ford Coppola","John Milius, Francis Ford Coppola",Zoetrope,"Marlon Brando, Martin Sheen, Robert Duvall, Frederic Forrest, Sam Bottoms, Laurence Fishburne, Albert Hall, Harrison Ford, Dennis Hopper, G.D. Spradlin, Jerry Ziesmer, Scott Glenn, Bo Byers, James Keane, Kerry Rossall",A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,8.4,563282,$ 31500000,$ 83471511,$ 91880647,94.0,1115.0,312.0
tt0056217,The Man Who Shot Liberty Valance,The Man Who Shot Liberty Valance,1962,1962-06-08,"Drama, Western",123,USA,English,John Ford,"James Warner Bellah, Willis Goldbeck",John Ford Productions,"John Wayne, James Stewart, Vera Miles, Lee Marvin, Edmond O'Brien, Andy Devine, Ken Murray, John Carradine, Jeanette Nolan, John Qualen, Willis Bouchey, Carleton Young, Woody Strode, Denver Pyle, Strother Martin","A senator, who became famous for killing a notorious outlaw, returns for the funeral of an old friend and tells the truth about his deed.",8.1,63950,$ 3200000,,,94.0,242.0,78.0
